range_counter, time, receiver_id, requester_position[1], requester_position[2], requester_position[3], receiver_position[1], receiver_position[2], receiver_position[3], range, true_range
45, 1.606697091999918e9, 2, -392098.04461203254, 5.753011115923093e6, -3.853880140358241e6, -392320.9949502534, 5.753886758915995e6, -3.853548866455986e6, 962.2668559069721, 962.3928006002267
45, 1.606697091999918e9, 3, -392098.04461203254, 5.753011115923093e6, -3.853880140358241e6, -392027.545559614, 5.752626772522217e6, -3.8541064657248114e6, 452.41414399769957, 451.5674232517108
45, 1.606697091999918e9, 4, -392098.04461203254, 5.753011115923093e6, -3.853880140358241e6, -392103.1727135017, 5.753029796945941e6, -3.854188638875036e6, 308.80838171003757, 309.10615151462116
46, 1.606697151999918e9, 2, -267859.12544580316, 5.499483386450329e6, -4.216814515173792e6, -268079.5508930567, 5.500427472076332e6, -4.216497041557254e6, 1017.5955672315794, 1020.1345716230292
46, 1.606697151999918e9, 3, -267859.12544580316, 5.499483386450329e6, -4.216814515173792e6, -267777.18027175334, 5.49907200070106e6, -4.21703057736115e6, 467.6008446668527, 471.84331621602837
46, 1.606697151999918e9, 4, -267859.12544580316, 5.499483386450329e6, -4.216814515173792e6, -267849.84166817996, 5.499507710437074e6, -4.217111740739972e6, 297.40117881791286, 298.36367414519884
47, 1.606697211999918e9, 2, -144800.7214876007, 5.221356826257481e6, -4.5615868508856315e6, -145017.35284870365, 5.222371027959235e6, -4.561288964793336e6, 1078.9454952223948, 1079.0136062334284
47, 1.606697211999918e9, 3, -144800.7214876007, 5.221356826257481e6, -4.5615868508856315e6, -144707.82076730084, 5.220918048192693e6, -4.561790170245605e6, 494.23875943260674, 492.43831706263035
47, 1.606697211999918e9, 4, -144800.7214876007, 5.221356826257481e6, -4.5615868508856315e6, -144777.10743804244, 5.221388605100095e6, -4.561873097478282e6, 289.90667996897986, 288.9716767752014
48, 1.606697271999918e9, 2, -23659.166184529968, 4.919839776072662e6, -4.8867169367758e6, -23870.611846160904, 4.920925239892409e6, -4.8864447677253345e6, 1142.0012589429155, 1138.866525907751
48, 1.606697271999918e9, 3, -23659.166184529968, 4.919839776072662e6, -4.8867169367758e6, -23555.894142689274, 4.919373474599375e6, -4.886904959252748e6, 514.4579865306575, 513.2783167572172
48, 1.606697271999918e9, 4, -23659.166184529968, 4.919839776072662e6, -4.8867169367758e6, -23621.306492470987, 4.91988080281241e6, -4.886992775724998e6, 278.95394203327976, 281.4314757657608
49, 1.606697331999918e9, 2, 94848.68576689113, 4.596246316564525e6, -5.190809816930886e6, 94643.93032115593, 4.597403612277745e6, -5.1905697871179795e6, 1197.971572672306, 1199.530104449816
49, 1.606697331999918e9, 3, 94848.68576689113, 4.596246316564525e6, -5.190809816930886e6, 94961.65612378335, 4.595752594094791e6, -5.19097993495027e6, 535.0929684827821, 534.2886103733044
49, 1.606697331999918e9, 4, 94848.68576689113, 4.596246316564525e6, -5.190809816930886e6, 94900.7083578276, 4.5962983309808355e6, -5.191076098176069e6, 276.28069653670644, 276.25631396898643
50, 1.606697391999918e9, 2, 210029.41587883278, 4.251990287873345e6, -5.472561617822496e6, 209832.95604031198, 4.253219365163418e6, -5.472360386897743e6, 1259.9127263500263, 1260.8415198596667
50, 1.606697391999918e9, 3, 210029.41587883278, 4.251990287873345e6, -5.472561617822496e6, 210151.32857353886, 4.251469493195183e6, -5.472711192346963e6, 554.7044587489685, 555.3938605194244
50, 1.606697391999918e9, 4, 210029.41587883278, 4.251990287873345e6, -5.472561617822496e6, 210095.52403476863, 4.252054942996253e6, -5.472819465410662e6, 278.9817343375983, 273.92690981777594
51, 1.606697451999918e9, 2, 321216.82826864294, 3.8885788865477103e6, -5.730764946762638e6, 321030.35638787854, 3.8898790346452785e6, -5.730609353509673e6, 1317.9386840349457, 1322.63604150738
51, 1.606697451999918e9, 3, 321216.82826864294, 3.8885788865477103e6, -5.730764946762638e6, 321346.8516513025, 3.8880316229605675e6, -5.730891332598459e6, 575.2059956601385, 576.5213728447235
51, 1.606697451999918e9, 4, 321216.82826864294, 3.8885788865477103e6, -5.730764946762638e6, 321296.9527589577, 3.888657714031398e6, -5.731015751215678e6, 275.24263705857203, 274.8391889763401
52, 1.606697511999918e9, 2, 427775.5478580649, 3.507605872115425e6, -5.964313849695514e6, 427600.82670043834, 3.5089756872485625e6, -5.964210847777544e6, 1382.4330344504115, 1384.7492108684487
52, 1.606697511999918e9, 3, 427775.5478580649, 3.507605872115425e6, -5.964313849695514e6, 427912.78273943445, 3.5070330028089317e6, -5.964414421517376e6, 600.5149933789039, 597.6013272567341
52, 1.606697511999918e9, 4, 427775.5478580649, 3.507605872115425e6, -5.964313849695514e6, 427869.6289099686, 3.507700248707753e6, -5.9645592557963e6, 282.12374803520635, 279.25318227362203
53, 1.606697571999918e9, 2, 529104.4148904551, 3.1107444203924565e6, -6.172208316904492e6, 528943.2584533129, 3.11218178207477e6, -6.172164905850382e6, 1446.5439148596336, 1447.0191853028043
53, 1.606697571999918e9, 3, 529104.4148904551, 3.1107444203924565e6, -6.172208316904492e6, 529247.9025441615, 3.1101470742850737e6, -6.172280493753943e6, 621.0926249279704, 618.5633163777328
53, 1.606697571999918e9, 4, 529104.4148904551, 3.1107444203924565e6, -6.172208316904492e6, 529212.4016082295, 3.1108555382361035e6, -6.172450205802219e6, 287.21157888712617, 287.26041362526155
54, 1.606697631999918e9, 2, 624639.6590240105, 2.6997396675887224e6, -6.353558325892516e6, 624493.9130523079, 2.701241719049727e6, -6.353581480520284e6, 1509.3305049833407, 1509.2834778664999
54, 1.606697631999918e9, 3, 624639.6590240105, 2.6997396675887224e6, -6.353558325892516e6, 624788.3907760603, 2.699119240664247e6, -6.353599596995918e6, 641.6347283869885, 639.3387260739579
54, 1.606697631999918e9, 4, 624639.6590240105, 2.6997396675887224e6, -6.353558325892516e6, 624761.5088979799, 2.699868503409635e6, -6.353798794853428e6, 297.8287664180331, 298.78316836560714
55, 1.606697691999918e9, 2, 713857.8518759402, 2.2764009695491833e6, -6.507587421123565e6, 713729.3717991677, 2.2779641070866208e6, -6.507684018567053e6, 1570.5735500477135, 1571.3806531715777
55, 1.606697691999918e9, 3, 713857.8518759402, 2.2764009695491833e6, -6.507587421123565e6, 714010.7790666282, 2.275759122976219e6, -6.507595372128998e6, 661.5339901130883, 659.8613243442286
55, 1.606697691999918e9, 4, 713857.8518759402, 2.2764009695491833e6, -6.507587421123565e6, 713993.5283125679, 2.276548256663521e6, -6.507828759531994e6, 313.2113979875667, 313.60136621032586
56, 1.606697751999918e9, 2, 796278.5830235765, 1.8425939247325785e6, -6.633635825266364e6, 796169.2097304555, 1.8442137978659398e6, -6.633812569521352e6, 1631.51914176301, 1633.1533966854333
56, 1.606697751999918e9, 3, 796278.5830235765, 1.8425939247325785e6, -6.633635825266364e6, 796434.6271342912, 1.8419325806575e6, -6.633608163935072e6, 681.857000589796, 680.0668344941345
56, 1.606697751999918e9, 4, 796278.5830235765, 1.8425939247325785e6, -6.633635825266364e6, 796428.0512595947, 1.8427601294911725e6, -6.63388048656828e6, 333.87992530514816, 331.3969342234517
57, 1.606697811999918e9, 2, 871466.9528634023, 1.4002321679216998e6, -6.731163076707923e6, 871378.4892923364, 1.4019036844508883e6, -6.731426423596704e6, 1694.3599074605745, 1694.4453058706217
57, 1.606697811999918e9, 3, 871466.9528634023, 1.4002321679216998e6, -6.731163076707923e6, 871625.0165843957, 1.3995535001393023e6, -6.731097658749147e6, 697.7299333128062, 699.8954265380845
57, 1.606697811999918e9, 4, 871466.9528634023, 1.4002321679216998e6, -6.731163076707923e6, 871630.1760646622, 1.4004174664716057e6, -6.731413647907063e6, 352.3502722685018, 351.8000737143932
58, 1.606697871999918e9, 2, 939035.7298240578, 951268.9952953897, -6.799750191996931e6, 938969.9164210716, 952986.3361356879, -6.800106273934979e6, 1753.3832254788854, 1755.1026500956425
58, 1.606697871999918e9, 3, 939035.7298240578, 951268.9952953897, -6.799750191996931e6, 939194.7072154903, 950575.420479911, -6.799645045210532e6, 720.337747085236, 719.288316562275
58, 1.606697871999918e9, 4, 939035.7298240578, 951268.9952953897, -6.799750191996931e6, 939212.663359893, 951473.2552382406, -6.800009360200619e6, 373.0937628053637, 374.4272401409926
59, 1.606697931999918e9, 2, 998647.274169305, 497688.82493432943, -6.839101348855115e6, 998605.7630181931, 499445.4690809523, -6.839555901100194e6, 1813.366434281341, 1814.976467350977
59, 1.606697931999918e9, 3, 998647.274169305, 497688.82493432943, -6.839101348855115e6, 998806.0615377073, 496982.98963371874, -6.838954696304325e6, 736.2492469491784, 738.189589878782
59, 1.606697931999918e9, 4, 998647.274169305, 497688.82493432943, -6.839101348855115e6, 998837.8581691004, 497911.5934228443, -6.839371865312574e6, 396.16916222397424, 398.90752588771016
60, 1.606697991999918e9, 2, 1.0500151727064291e6, 41498.54059089742, -6.849045087724313e6, 1.0499995029918817e6, 43287.29533689848, -6.8496033766541e6, 1875.8206359077556, 1873.919851652549
60, 1.606697991999918e9, 3, 1.0500151727064291e6, 41498.54059089742, -6.849045087724313e6, 1.050172679356317e6, 40783.30474311164, -6.848855369881745e6, 753.2281504961458, 756.5471052785102
60, 1.606697991999918e9, 4, 1.0500151727064291e6, 41498.54059089742, -6.849045087724313e6, 1.0502193250105262e6, 41739.03282800164, -6.84932973041805e6, 425.4648567363246, 424.89544887320295
